lote_id,finca_id,fecha_cosecha,peso_quintales,variedad,destino_previsto,dias_secado_patio
L000437,F0088,2026-08-18,155.2,Catimor,Estados_Unidos,13
L000438,F0085,2026-08-30,217.0,Catimor,Belgica,4
L000439,F0039,2026-04-08,137.3,Catimor,Nacional,6
L000440,F0094,2025-08-20,135.7,Bourbon,Nacional,11
L000441,F0007,2025-06-18,151.1,Bourbon,Japon,6
L000442,F0104,2026-05-16,42.4,Geisha,Nacional,9
L000443,F0108,2025-07-14,117.9,Catimor,Belgica,10
L000444,F0074,2026-08-24,226.5,Caturra,Estados_Unidos,12
L000445,F0034,2026-06-29,101.0,Typica,Nacional,17
L000446,F0040,2026-07-11,97.8,Geisha,Estados_Unidos,7
L000447,F0039,2025-09-18,196.7,Catimor,Francia,20
L000448,F0070,2025-06-23,85.9,Caturra,Alemania,9
L000449,F0096,2026-03-02,188.1,Bourbon,Nacional,6
L000450,F0069,2025-04-05,155.8,Caturra,Nacional,5
L000451,F0068,2025-06-30,25.5,Geisha,Alemania,19
L000452,F0104,2026-06-26,153.9,Bourbon,Paises_Bajos,20
L000453,F0030,2026-07-07,125.5,Caturra,Nacional,14
L000454,F0010,2025-12-06,158.0,Caturra,Nacional,11
L000455,F0088,2026-05-11,116.8,Bourbon,Alemania,7
L000456,F0021,2026-05-04,169.5,Bourbon,Nacional,6
L000457,F0028,2025-05-27,175.8,Caturra,Alemania,4
L000458,F0022,2025-08-04,247.0,Caturra,Francia,16
L000459,F0034,2025-01-22,134.3,Caturra,Paises_Bajos,8
L000460,F0096,2025-05-08,91.3,Catimor,Nacional,17
L000461,F0082,2025-08-09,179.1,Catimor,Nacional,6
L000462,F0053,2025-07-17,187.6,Catimor,Alemania,6
L000463,F0007,2026-08-09,92.1,Typica,Estados_Unidos,11
L000464,F0105,2025-09-27,106.0,Caturra,Estados_Unidos,18
L000465,F0114,2025-08-11,151.4,Typica,Francia,16
L000466,F0050,2026-05-08,273.6,Geisha,Paises_Bajos,15
L000467,F0022,2026-04-26,85.0,Catimor,Paises_Bajos,13
L000468,F0017,2025-05-12,175.3,Catimor,Francia,7
L000469,F0019,2025-07-10,180.1,Typica,Alemania,7
L000470,F0072,2026-05-24,172.3,Caturra,Belgica,7
L000471,F0105,2026-08-21,197.5,Bourbon,Estados_Unidos,19
L000472,F0120,2025-10-16,115.9,Catimor,Francia,9
L000473,F0016,2025-08-05,248.3,Catimor,Belgica,5
L000474,F0005,2025-07-07,157.0,Caturra,Belgica,6
L000475,F0076,2025-04-17,196.0,Catimor,Belgica,20
L000476,F0001,2026-05-06,213.7,Bourbon,Belgica,6
L000477,F0072,2026-06-19,90.4,Geisha,Francia,20
L000478,F0003,2025-04-18,148.2,Bourbon,Nacional,12
L000479,F0098,2026-06-20,204.6,Caturra,Alemania,15
L000480,F0009,2025-04-02,175.1,Bourbon,Francia,10
L000481,F0089,2025-05-04,113.1,Catimor,Estados_Unidos,14
L000482,F0109,2026-04-26,118.5,Caturra,Alemania,15
L000483,F0105,2025-02-06,193.4,Caturra,Japon,6
L000484,F0020,2025-07-05,88.4,Catimor,Alemania,17
L000485,F0108,2025-07-08,118.9,Geisha,Alemania,16
L000486,F0005,2026-06-04,158.3,Caturra,Francia,6
L000487,F0063,2026-05-24,127.3,Catimor,Paises_Bajos,11
L000488,F0043,2026-07-03,188.5,Typica,Japon,8
L000489,F0072,2025-04-13,226.7,Typica,Paises_Bajos,10
L000490,F0082,2025-02-14,157.3,Caturra,Francia,6
L000491,F0047,2025-07-09,120.8,Catimor,Japon,15
L000492,F0081,2025-04-14,192.2,Bourbon,Alemania,10
L000493,F0062,2026-06-19,100.9,Catimor,Paises_Bajos,20
L000494,F0050,2025-09-14,156.9,Catimor,Nacional,16
L000495,F0091,2025-11-15,48.8,Caturra,Estados_Unidos,17
L000496,F0112,2026-07-19,171.9,Caturra,Alemania,19
L000497,F0042,2025-09-20,99.5,Caturra,Estados_Unidos,10
L000498,F0091,2025-05-17,50.4,Caturra,Francia,16
L000499,F0049,2026-04-08,127.5,Geisha,Estados_Unidos,7
L000500,F0006,2026-06-25,241.5,Typica,Estados_Unidos,14
L000501,F0098,2026-04-30,160.3,Caturra,Paises_Bajos,14
L000502,F0093,2026-05-01,100.8,Caturra,Alemania,18
L000503,F0088,2025-04-14,108.6,Caturra,Alemania,11
L000504,F0004,2026-06-14,130.0,Caturra,Nacional,9
L000505,F0031,2025-04-29,26.5,Caturra,Alemania,7
L000506,F0045,2025-04-18,106.7,Caturra,Alemania,10
L000507,F0063,2026-02-09,169.1,Bourbon,Japon,11
L000508,F0005,2025-07-17,127.5,Bourbon,Nacional,15
L000509,F0045,2025-07-17,226.1,Bourbon,Nacional,19
L000510,F0049,2025-07-10,138.8,Catimor,Japon,13
L000511,F0119,2025-04-20,124.7,Caturra,Estados_Unidos,17
L000512,F0050,2026-03-11,185.8,Bourbon,Francia,13
L000513,F0093,2025-10-25,162.0,Bourbon,Francia,14
L000514,F0062,2026-05-16,64.1,Caturra,Nacional,15
L000515,F0103,2025-04-15,182.8,Typica,Francia,15
L000516,F0059,2025-06-09,27.5,Caturra,Estados_Unidos,12
L000517,F0098,2026-08-15,109.0,Caturra,Alemania,10
L000518,F0008,2025-04-01,202.5,Geisha,Japon,19
L000519,F0031,2025-01-26,197.0,Caturra,Alemania,13
L000520,F0051,2026-05-05,78.4,Typica,Paises_Bajos,4
L000521,F0106,2025-08-24,69.0,Catimor,Alemania,10
L000522,F0077,2025-05-09,122.7,Caturra,Paises_Bajos,17
L000523,F0103,2025-07-08,109.9,Catimor,Alemania,7
L000524,F0112,2025-09-12,117.4,Bourbon,Francia,18
L000525,F0077,2025-08-15,74.2,Catimor,Alemania,5
L000526,F0020,2025-01-14,280.5,Caturra,Francia,8
L000527,F0076,2026-01-24,76.6,Bourbon,Estados_Unidos,18
L000528,F0062,2025-05-24,48.0,Catimor,Francia,12
L000529,F0008,2026-06-01,207.6,Caturra,Paises_Bajos,13
L000530,F0091,2026-05-10,69.0,Typica,Alemania,11
L000531,F0099,2025-06-14,175.8,Caturra,Japon,5
L000532,F0025,2025-06-02,202.1,Bourbon,Alemania,14
L000533,F0003,2025-09-30,150.1,Bourbon,Alemania,9
L000534,F0091,2025-06-07,91.1,Typica,Paises_Bajos,18
L000535,F0089,2025-06-24,112.0,Typica,Alemania,17
L000536,F0047,2026-04-29,218.8,Catimor,Francia,19
L000537,F0001,2026-06-05,100.3,Bourbon,Alemania,9
L000538,F0074,2025-04-21,205.8,Bourbon,Francia,15
L000539,F0086,2026-07-20,158.0,Typica,Estados_Unidos,19
L000540,F0039,2026-04-13,80.7,Catimor,Francia,18
L000541,F0050,2025-07-21,69.9,Geisha,Nacional,5
L000542,F0044,2026-08-01,77.5,Bourbon,Alemania,19
L000543,F0119,2025-04-08,149.2,Caturra,Estados_Unidos,20
L000544,F0034,2025-05-20,149.5,Catimor,Japon,14
L000545,F0059,2026-04-16,63.2,Bourbon,Belgica,7
L000546,F0025,2026-06-27,146.1,Bourbon,Alemania,14
L000547,F0042,2025-12-19,198.3,Caturra,Alemania,15
L000548,F0047,2025-06-19,294.3,Geisha,Paises_Bajos,8
L000549,F0106,2026-06-13,76.7,Typica,Nacional,15
L000550,F0003,2025-09-11,107.7,Typica,Belgica,13
L000551,F0086,2025-05-08,145.0,Catimor,Nacional,13
L000552,F0090,2025-05-11,73.9,Typica,Nacional,5
L000553,F0119,2025-05-02,116.0,Typica,Alemania,15
L000554,F0090,2025-05-15,27.1,Bourbon,Alemania,4
L000555,F0044,2026-08-17,67.8,Typica,Francia,11
L000556,F0062,2026-02-27,30.4,Caturra,Francia,17
L000557,F0081,2026-05-07,48.5,Caturra,Japon,20
L000558,F0106,2026-07-30,187.4,Caturra,Belgica,18
L000559,F0008,2025-09-05,103.7,Bourbon,Estados_Unidos,15
L000560,F0001,2026-07-15,61.0,Bourbon,Alemania,15
L000561,F0029,2026-08-19,157.0,Caturra,Alemania,16
L000562,F0085,2025-07-02,92.6,Typica,Francia,11
L000563,F0044,2026-07-24,162.7,Catimor,Belgica,19
L000564,F0024,2025-09-07,55.4,Caturra,Estados_Unidos,6
L000565,F0047,2026-06-03,100.5,Bourbon,Belgica,10
L000566,F0055,2025-10-05,141.8,Typica,Alemania,10
L000567,F0043,2025-04-25,80.1,Bourbon,Belgica,16
L000568,F0033,2025-08-27,93.2,Caturra,Francia,17
L000569,F0099,2025-06-25,172.9,Bourbon,Francia,15
L000570,F0063,2026-08-29,80.0,Geisha,Nacional,8
L000571,F0085,2026-05-15,460.0,Bourbon,Paises_Bajos,8
L000572,F0017,2025-07-28,130.6,Caturra,Alemania,4
L000573,F0104,2026-05-13,110.9,Caturra,Nacional,15
L000574,F0005,2025-04-21,120.1,Catimor,Nacional,17
L000575,F0022,2025-07-25,227.7,Bourbon,Francia,6
L000576,F0053,2025-06-10,50.6,Bourbon,Belgica,12
L000577,F0106,2025-09-23,104.9,Caturra,Japon,17
L000578,F0102,2026-06-11,159.6,Caturra,Alemania,11
L000579,F0073,2025-06-01,144.2,Catimor,Alemania,15
L000580,F0112,2026-04-16,65.8,Caturra,Alemania,13
L000581,F0072,2025-06-01,181.0,Caturra,Japon,6
L000582,F0029,2025-12-17,140.3,Catimor,Paises_Bajos,18
L000583,F0101,2025-05-20,196.8,Catimor,Estados_Unidos,16
L000584,F0010,2026-08-30,41.8,Geisha,Paises_Bajos,9
L000585,F0070,2025-04-11,129.3,Caturra,Estados_Unidos,19
L000586,F0096,2025-10-08,127.6,Caturra,Nacional,19
L000587,F0095,2026-08-22,92.1,Catimor,Nacional,15
L000588,F0043,2025-06-14,60.3,Typica,Japon,17
L000589,F0055,2026-06-23,184.6,Bourbon,Estados_Unidos,9
L000590,F0071,2025-10-07,25.1,Catimor,Belgica,13
L000591,F0074,2025-12-24,182.2,Catimor,Estados_Unidos,8
L000592,F0062,2025-07-17,105.5,Caturra,Paises_Bajos,6
L000593,F0044,2026-04-16,239.1,Typica,Estados_Unidos,7
L000594,F0040,2025-09-12,153.1,Bourbon,Japon,13
L000595,F0094,2026-08-12,68.6,Typica,Alemania,19
L000596,F0021,2025-06-01,139.0,Bourbon,Estados_Unidos,18
L000597,F0013,2026-08-21,99.1,Catimor,Paises_Bajos,9
L000598,F0054,2025-05-20,102.9,Typica,Belgica,12
L000599,F0056,2025-04-04,119.5,Catimor,Nacional,15
L000600,F0118,2025-09-21,141.9,Caturra,Alemania,17
L000601,F0119,2025-09-10,99.7,Typica,Alemania,20
L000602,F0082,2025-08-13,104.4,Caturra,Francia,13
L000603,F0002,2025-08-22,245.2,Typica,Alemania,6
L000604,F0025,2026-05-09,263.4,Typica,Estados_Unidos,10
L000605,F0072,2026-08-12,173.8,Caturra,Alemania,15
L000606,F0061,2026-06-13,90.7,Caturra,Francia,11
L000607,F0014,2025-04-28,175.8,Caturra,Estados_Unidos,13
L000608,F0003,2025-04-17,170.7,Catimor,Nacional,15
L000609,F0010,2026-05-09,118.5,Bourbon,Belgica,20
L000610,F0027,2026-08-27,152.3,Geisha,Japon,8
L000611,F0023,2026-07-12,170.4,Bourbon,Paises_Bajos,17
L000612,F0045,2025-09-29,119.3,Caturra,Francia,16
L000613,F0101,2025-09-06,187.1,Geisha,Estados_Unidos,4
L000614,F0027,2026-04-05,79.1,Bourbon,Nacional,20
L000615,F0055,2025-05-26,69.6,Catimor,Nacional,15
L000616,F0086,2026-05-08,236.3,Caturra,Alemania,17
L000617,F0008,2025-04-03,145.3,Catimor,Belgica,19
L000618,F0028,2026-05-29,151.0,Caturra,Nacional,16
L000619,F0060,2025-06-02,94.5,Bourbon,Japon,6
L000620,F0072,2025-05-06,193.7,Typica,Estados_Unidos,12
L000621,F0045,2025-05-25,210.2,Caturra,Belgica,7
L000622,F0067,2025-09-04,56.0,Typica,Paises_Bajos,11
L000623,F0020,2025-02-17,73.2,Geisha,Belgica,6
L000624,F0061,2025-07-31,112.1,Caturra,Japon,18
L000625,F0068,2026-04-24,78.4,Geisha,Belgica,14
L000626,F0091,2026-07-24,97.9,Typica,Alemania,9
L000627,F0039,2026-06-25,26.5,Catimor,Estados_Unidos,12
L000628,F0072,2025-09-30,100.7,Caturra,Alemania,16
L000629,F0089,2025-07-20,41.2,Typica,Belgica,14
L000630,F0107,2025-09-11,42.3,Bourbon,Francia,18
L000631,F0055,2025-06-26,86.1,Caturra,Alemania,12
L000632,F0082,2026-05-04,139.2,Catimor,Alemania,11
L000633,F0102,2025-09-17,104.1,Typica,Nacional,8
L000634,F0031,2025-04-17,209.6,Catimor,Paises_Bajos,18
L000635,F0007,2026-05-08,47.3,Caturra,Estados_Unidos,10
L000636,F0016,2025-04-18,125.6,Caturra,Alemania,18
L000637,F0110,2025-08-31,142.1,Typica,Francia,11
L000638,F0008,2026-08-07,96.3,Caturra,Alemania,7
L000639,F0068,2026-05-11,216.2,Bourbon,Paises_Bajos,4
L000640,F0098,2026-05-19,51.0,Caturra,Paises_Bajos,15
L000641,F0078,2025-01-03,96.1,Bourbon,Paises_Bajos,9
L000642,F0067,2026-05-02,157.4,Catimor,Alemania,7
L000643,F0028,2025-08-05,126.2,Bourbon,Alemania,4
L000644,F0061,2026-03-20,79.9,Geisha,Alemania,19
L000645,F0072,2025-07-01,138.2,Typica,Japon,6
L000646,F0077,2025-09-29,129.3,Bourbon,Estados_Unidos,15
L000647,F0102,2025-05-18,193.1,Typica,Nacional,9
L000648,F0071,2026-05-01,175.0,Typica,Nacional,11
L000649,F0109,2026-08-17,296.9,Caturra,Nacional,20
L000650,F0064,2026-05-04,144.6,Catimor,Alemania,19
L000651,F0070,2026-08-10,194.0,Catimor,Paises_Bajos,10
L000652,F0002,2025-09-01,146.3,Caturra,Francia,15
L000653,F0116,2026-06-20,236.3,Caturra,Belgica,15
L000654,F0084,2026-04-26,97.4,Geisha,Belgica,5
L000655,F0064,2025-08-14,64.0,Caturra,Francia,19
L000656,F0049,2025-02-10,256.3,Catimor,Francia,14
L000657,F0063,2025-08-22,200.8,Bourbon,Estados_Unidos,20
L000658,F0101,2025-04-16,275.7,Bourbon,Estados_Unidos,9
L000659,F0083,2025-07-01,200.2,Bourbon,Alemania,12
L000660,F0114,2025-08-10,190.6,Caturra,Estados_Unidos,15
L000661,F0008,2026-05-15,54.5,Caturra,Alemania,16
L000662,F0089,2025-08-24,238.7,Catimor,Francia,15
L000663,F0106,2025-11-07,60.3,Typica,Belgica,10
L000664,F0114,2025-10-22,130.0,Caturra,Alemania,5
L000665,F0008,2025-05-17,169.2,Catimor,Francia,12
L000666,F0113,2025-07-13,111.5,Catimor,Francia,16
L000667,F0007,2026-06-21,340.3,Catimor,Nacional,17
L000668,F0119,2025-08-22,105.8,Geisha,Alemania,6
L000669,F0012,2025-06-16,203.8,Caturra,Francia,10
L000670,F0061,2025-09-23,177.4,Caturra,Belgica,17
L000671,F0109,2026-05-20,158.8,Caturra,Belgica,19
L000672,F0080,2025-11-21,177.4,Geisha,Paises_Bajos,20
L000673,F0070,2025-04-23,162.4,Caturra,Francia,17
L000674,F0031,2025-09-25,97.7,Caturra,Paises_Bajos,10
L000675,F0006,2025-05-10,97.3,Bourbon,Paises_Bajos,16
L000676,F0051,2026-03-18,98.0,Typica,Belgica,20
L000677,F0022,2025-08-26,137.3,Catimor,Nacional,14
L000678,F0037,2025-04-15,75.9,Catimor,Alemania,4
L000679,F0109,2025-04-17,199.1,Typica,Francia,20
L000680,F0029,2025-06-01,174.6,Catimor,Estados_Unidos,7
L000681,F0038,2025-09-11,95.8,Typica,Alemania,13
L000682,F0090,2025-09-04,118.1,Caturra,Belgica,11
L000683,F0061,2025-09-23,43.8,Caturra,Belgica,15
L000684,F0012,2025-04-14,255.6,Caturra,Paises_Bajos,13
L000685,F0042,2026-06-19,249.0,Bourbon,Paises_Bajos,6
L000686,F0078,2026-01-10,165.4,Catimor,Alemania,6
L000687,F0098,2026-07-15,91.4,Caturra,Alemania,7
L000688,F0050,2026-02-26,87.1,Caturra,Estados_Unidos,7
L000689,F0093,2025-03-30,190.7,Catimor,Belgica,7
L000690,F0003,2025-06-05,184.1,Bourbon,Paises_Bajos,5
L000691,F0008,2025-05-25,66.1,Typica,Alemania,14
L000692,F0066,2025-02-21,64.4,Typica,Francia,10
L000693,F0059,2026-08-21,126.6,Caturra,Estados_Unidos,18
L000694,F0113,2025-04-20,64.0,Caturra,Japon,10
L000695,F0067,2026-05-08,172.1,Catimor,Alemania,17
L000696,F0064,2025-08-21,125.3,Bourbon,Francia,20
L000697,F0029,2025-06-15,47.6,Caturra,Estados_Unidos,10
L000698,F0020,2025-09-24,76.5,Typica,Japon,13
L000699,F0055,2025-07-18,78.8,Bourbon,Estados_Unidos,19
L000700,F0023,2025-04-12,127.8,Caturra,Francia,10
L000701,F0090,2025-05-21,215.9,Bourbon,Paises_Bajos,18
L000702,F0118,2025-12-29,166.4,Bourbon,Paises_Bajos,17
L000703,F0076,2025-07-18,232.3,Catimor,Belgica,18
L000704,F0108,2025-05-28,107.3,Catimor,Belgica,13
L000705,F0066,2026-05-18,186.4,Catimor,Belgica,9
L000706,F0114,2026-05-19,217.4,Catimor,Estados_Unidos,12
L000707,F0107,2025-07-15,82.6,Bourbon,Estados_Unidos,4
L000708,F0070,2025-09-17,88.8,Catimor,Estados_Unidos,4
L000709,F0003,2026-07-02,108.7,Caturra,Nacional,10
L000710,F0014,2025-06-19,192.1,Caturra,Belgica,8
L000711,F0062,2026-06-22,200.2,Catimor,Nacional,15
L000712,F0034,2025-07-02,159.9,Bourbon,Japon,4
L000713,F0038,2025-05-01,59.0,Typica,Paises_Bajos,17
L000714,F0022,2026-04-22,100.0,Typica,Francia,20
L000715,F0104,2025-04-23,156.4,Bourbon,Paises_Bajos,5
L000716,F0005,2025-10-04,172.1,Bourbon,Francia,20
L000717,F0072,2025-05-10,179.8,Typica,Belgica,8
L000718,F0029,2026-05-14,132.0,Catimor,Belgica,18
L000719,F0047,2026-07-09,106.5,Typica,Alemania,20
L000720,F0107,2025-07-22,109.9,Caturra,Nacional,17
L000721,F0007,2025-08-17,134.7,Geisha,Alemania,12
L000722,F0096,2025-06-16,149.9,Catimor,Francia,20
L000723,F0005,2026-04-24,68.1,Geisha,Belgica,4
L000724,F0021,2025-08-23,187.4,Typica,Paises_Bajos,6
L000725,F0039,2025-05-10,97.2,Catimor,Belgica,9
L000726,F0107,2025-09-04,70.0,Caturra,Francia,6
L000727,F0081,2026-08-17,210.0,Geisha,Francia,17
L000728,F0082,2026-04-15,81.5,Caturra,Nacional,20
L000729,F0044,2025-05-05,204.1,Typica,Paises_Bajos,20
L000730,F0010,2025-08-01,149.9,Typica,Japon,4
L000731,F0068,2025-04-29,85.3,Catimor,Francia,8
L000732,F0110,2026-03-14,131.8,Catimor,Paises_Bajos,15
L000733,F0090,2025-11-22,145.0,Caturra,Japon,17
L000734,F0067,2025-06-10,226.3,Caturra,Nacional,5
L000735,F0078,2025-08-19,201.1,Caturra,Alemania,18
L000736,F0071,2025-06-06,126.1,Caturra,Alemania,12
L000737,F0090,2026-04-23,255.1,Catimor,Paises_Bajos,5
L000738,F0104,2026-08-02,173.5,Caturra,Alemania,11
L000739,F0119,2026-08-11,144.0,Caturra,Nacional,12
L000740,F0116,2026-06-19,237.8,Typica,Francia,10
L000741,F0012,2026-04-04,140.9,Bourbon,Estados_Unidos,16
L000742,F0008,2026-07-01,63.2,Caturra,Paises_Bajos,20
L000743,F0070,2025-04-16,70.8,Catimor,Japon,5
L000744,F0106,2025-06-30,98.8,Caturra,Japon,6
L000745,F0104,2025-04-15,201.5,Caturra,Francia,10
L000746,F0020,2026-07-14,174.9,Bourbon,Alemania,12
L000747,F0069,2026-08-07,104.5,Bourbon,Francia,8
L000748,F0017,2026-04-09,150.2,Catimor,Alemania,4
L000749,F0051,2026-05-18,167.9,Caturra,Alemania,8
L000750,F0043,2025-06-29,260.2,Caturra,Francia,7
L000751,F0001,2025-09-06,202.4,Caturra,Alemania,9
L000752,F0103,2025-06-16,121.3,Catimor,Belgica,6
L000753,F0104,2025-08-13,243.0,Caturra,Alemania,17
L000754,F0112,2025-08-09,73.3,Caturra,Nacional,14
L000755,F0067,2025-05-09,111.3,Bourbon,Francia,7
L000756,F0040,2026-06-23,254.6,Typica,Estados_Unidos,6
L000757,F0054,2026-08-30,112.5,Bourbon,Francia,7
L000758,F0021,2026-06-29,186.9,Geisha,Alemania,4
L000759,F0049,2026-06-13,214.6,Typica,Paises_Bajos,11
L000760,F0074,2026-07-08,181.8,Geisha,Estados_Unidos,11
L000761,F0073,2025-03-16,200.6,Geisha,Alemania,5
L000762,F0085,2025-04-20,110.9,Typica,Alemania,9
L000763,F0090,2025-09-06,128.5,Bourbon,Alemania,14
L000764,F0080,2025-10-27,97.6,Catimor,Estados_Unidos,8
L000765,F0009,2025-06-02,94.5,Typica,Francia,15
L000766,F0069,2026-07-15,163.7,Caturra,Alemania,10
L000767,F0114,2026-06-20,195.3,Typica,Alemania,16
L000768,F0029,2026-08-25,208.0,Typica,Belgica,7
L000769,F0096,2025-04-02,171.2,Catimor,Alemania,13
L000770,F0055,2025-06-25,87.5,Bourbon,Estados_Unidos,14
L000771,F0060,2025-09-24,132.0,Catimor,Belgica,8
L000772,F0093,2025-04-18,135.1,Caturra,Paises_Bajos,15
L000773,F0005,2025-06-17,78.5,Catimor,Nacional,5
L000774,F0072,2026-07-26,109.0,Typica,Paises_Bajos,15
L000775,F0031,2025-09-15,163.2,Caturra,Belgica,8
L000776,F0033,2025-06-12,322.7,Geisha,Japon,17
L000777,F0113,2026-07-20,256.2,Typica,Francia,16
L000778,F0049,2026-07-08,88.4,Bourbon,Paises_Bajos,6
L000779,F0050,2025-11-15,141.1,Catimor,Alemania,9
L000780,F0023,2025-10-30,84.5,Caturra,Japon,19
L000781,F0069,2026-08-02,102.1,Catimor,Nacional,15
L000782,F0055,2025-07-23,157.7,Typica,Belgica,8
L000783,F0101,2025-02-17,147.5,Caturra,Belgica,11
L000784,F0027,2026-05-09,81.8,Catimor,Alemania,4
L000785,F0004,2025-05-31,131.2,Catimor,Estados_Unidos,19
L000786,F0021,2026-08-24,117.2,Caturra,Francia,6
L000787,F0023,2025-07-24,280.2,Caturra,Belgica,16
L000788,F0086,2025-03-17,178.3,Bourbon,Paises_Bajos,11
L000789,F0070,2026-08-08,85.0,Bourbon,Estados_Unidos,5
L000790,F0038,2025-07-01,317.9,Catimor,Alemania,14
L000791,F0026,2026-06-05,229.6,Bourbon,Alemania,13
L000792,F0066,2026-07-19,282.0,Catimor,Belgica,10
L000793,F0081,2026-01-10,143.5,Geisha,Alemania,11
L000794,F0080,2026-05-01,266.6,Catimor,Belgica,19
L000795,F0119,2026-02-26,138.6,Typica,Nacional,15
L000796,F0040,2025-08-01,56.9,Caturra,Belgica,16
L000797,F0054,2025-04-01,270.8,Typica,Francia,9
L000798,F0119,2026-06-28,129.5,Caturra,Francia,20
L000799,F0042,2025-09-20,70.1,Bourbon,Estados_Unidos,7
L000800,F0062,2026-03-17,63.6,Bourbon,Estados_Unidos,11
L000801,F0018,2026-06-19,71.3,Catimor,Belgica,18
L000802,F0120,2025-10-03,102.5,Typica,Paises_Bajos,17
L000803,F0073,2026-07-11,106.7,Catimor,Alemania,13
L000804,F0088,2025-04-18,42.6,Catimor,Alemania,11
L000805,F0081,2026-07-02,158.7,Caturra,Francia,14
L000806,F0099,2025-06-26,136.7,Bourbon,Nacional,13
L000807,F0031,2025-04-13,308.1,Caturra,Estados_Unidos,17
L000808,F0116,2025-01-15,101.5,Catimor,Belgica,20
L000809,F0086,2026-07-16,116.8,Bourbon,Estados_Unidos,17
L000810,F0076,2025-08-18,135.6,Typica,Francia,11
L000811,F0056,2026-06-16,289.4,Bourbon,Francia,19
L000812,F0024,2025-09-24,109.6,Bourbon,Paises_Bajos,17
L000813,F0043,2026-05-10,222.7,Caturra,Francia,4
L000814,F0043,2025-04-30,273.7,Caturra,Alemania,11
L000815,F0111,2026-04-01,143.1,Geisha,Estados_Unidos,14
L000816,F0013,2025-04-03,124.2,Bourbon,Alemania,12
L000817,F0114,2025-05-31,152.3,Typica,Estados_Unidos,6
L000818,F0038,2025-06-24,47.6,Caturra,Francia,5
L000819,F0087,2025-07-01,127.7,Typica,Japon,13
L000820,F0019,2025-06-12,79.6,Caturra,Estados_Unidos,15
L000821,F0089,2026-05-25,91.0,Geisha,Paises_Bajos,16
L000822,F0029,2026-02-28,98.2,Typica,Paises_Bajos,16
L000823,F0091,2025-07-05,156.6,Catimor,Francia,17
L000824,F0095,2025-05-08,52.5,Geisha,Japon,13
L000825,F0069,2025-05-14,161.3,Catimor,Nacional,10
L000826,F0094,2025-12-30,59.3,Typica,Alemania,12
L000827,F0003,2025-07-04,147.1,Geisha,Belgica,9
L000828,F0113,2026-07-23,156.1,Caturra,Japon,10
L000829,F0045,2026-05-17,86.5,Caturra,Paises_Bajos,17
L000830,F0063,2026-03-03,193.1,Caturra,Estados_Unidos,20
L000831,F0049,2025-09-17,181.1,Geisha,Paises_Bajos,9
L000832,F0022,2026-06-08,152.1,Caturra,Alemania,7
L000833,F0091,2026-03-19,96.9,Bourbon,Paises_Bajos,19
L000834,F0019,2025-05-01,124.0,Caturra,Estados_Unidos,6
L000835,F0104,2026-05-20,97.4,Catimor,Paises_Bajos,19
L000836,F0101,2025-11-05,147.1,Caturra,Paises_Bajos,12
L000837,F0077,2026-05-23,107.2,Caturra,Japon,5
L000838,F0098,2026-06-10,143.0,Caturra,Paises_Bajos,19
L000839,F0053,2026-07-30,94.2,Caturra,Paises_Bajos,17
L000840,F0064,2026-05-08,218.4,Caturra,Belgica,13
L000841,F0047,2026-06-12,235.3,Catimor,Estados_Unidos,11
L000842,F0093,2026-07-08,93.7,Catimor,Francia,10
L000843,F0098,2025-09-07,218.5,Bourbon,Francia,20
L000844,F0077,2025-09-08,44.0,Geisha,Belgica,19
L000845,F0064,2025-06-07,80.6,Catimor,Alemania,12
L000846,F0070,2025-08-23,170.6,Caturra,Estados_Unidos,13
L000847,F0071,2026-05-20,205.2,Caturra,Nacional,8
L000848,F0105,2026-07-19,119.3,Bourbon,Alemania,10
L000849,F0099,2025-09-03,91.9,Typica,Alemania,11
L000850,F0021,2025-11-29,151.2,Typica,Nacional,5
L000851,F0112,2025-02-17,225.5,Typica,Paises_Bajos,17
L000852,F0040,2025-07-04,68.0,Bourbon,Paises_Bajos,6
L000853,F0083,2025-10-07,172.2,Geisha,Alemania,11
L000854,F0053,2026-07-07,134.3,Bourbon,Paises_Bajos,10
L000855,F0120,2026-04-30,216.4,Caturra,Nacional,8
L000856,F0087,2025-07-05,75.2,Catimor,Nacional,17
L000857,F0110,2026-05-18,225.3,Bourbon,Estados_Unidos,6
L000858,F0020,2025-05-12,110.0,Typica,Paises_Bajos,19
L000859,F0025,2025-06-28,68.9,Catimor,Japon,7
L000860,F0037,2026-07-25,58.2,Typica,Francia,16
L000861,F0029,2025-05-24,192.4,Caturra,Paises_Bajos,10
L000862,F0086,2025-04-09,88.7,Catimor,Paises_Bajos,10
L000863,F0104,2025-08-14,112.3,Typica,Japon,12
L000864,F0103,2025-08-03,216.1,Bourbon,Nacional,13
L000865,F0025,2026-05-13,78.1,Caturra,Estados_Unidos,5
L000866,F0040,2025-05-15,131.1,Caturra,Francia,7
L000867,F0101,2025-09-24,85.2,Geisha,Francia,5
L000868,F0080,2025-09-03,85.6,Bourbon,Francia,15
L000869,F0060,2026-05-16,142.8,Caturra,Estados_Unidos,17
L000870,F0028,2026-07-07,111.0,Bourbon,Alemania,13
L000871,F0049,2026-04-18,92.5,Catimor,Nacional,19
L000872,F0077,2025-04-26,125.1,Bourbon,Belgica,8
