lote_id,excede_umbral_carbendazim,excede_umbral_cipermetrina,excede_umbral_clorpirifos,excede_umbral_glifosato,is_detectado_carbendazim,is_detectado_cipermetrina,is_detectado_clorpirifos,is_detectado_glifosato,ppm_detectado_carbendazim,ppm_detectado_clorpirifos,ppm_detectado_glifosato,n_kits_excedidos,n_kits_detectados,lote_contaminado
L000341,0,1,0,1,0,1,0,1,0.00538,0.00249,0.16453,2,2,1
L000342,0,0,0,0,0,0,0,1,0.00364,0.0,0.07285,0,1,0
L000343,0,0,0,0,0,0,0,0,0.00253,0.00061,0.0,0,0,0
L000344,0,0,0,0,0,0,1,0,0.00403,0.04841,0.00011,0,1,0
L000345,0,0,0,0,0,0,1,0,0.00859,0.02995,0.0035,0,1,0
L000346,0,0,0,0,0,0,0,0,0.00465,0.0005,0.0098,0,0,0
L000347,0,0,0,1,0,0,0,1,0.0,0.0,0.1784,1,1,1
L000348,0,0,1,0,1,0,1,1,0.01386,0.12016,0.02098,1,3,1
L000349,0,0,1,0,0,0,1,1,0.00428,0.0692,0.03156,1,2,1
L000350,0,0,0,0,0,0,0,1,0.00299,0.00111,0.01241,0,1,0
L000351,0,0,0,0,0,0,0,0,0.00208,0.00042,0.0,0,0,0
L000352,0,0,0,0,1,0,1,1,0.01285,0.04983,0.06676,0,3,0
L000353,0,0,0,0,0,0,0,0,0.00349,0.0,0.0,0,0,0
L000354,0,1,0,0,1,1,0,1,0.05653,0.0,0.0637,1,3,1
L000355,0,0,0,0,0,0,0,0,0.0,0.0,0.00187,0,0,0
L000356,0,0,0,0,0,0,0,0,0.00433,0.0,0.00381,0,0,0
L000357,0,0,0,0,1,0,0,0,0.01018,0.0,0.0,0,1,0
L000358,0,0,0,0,1,0,0,1,0.02128,0.00273,0.05855,0,2,0
L000359,0,1,1,1,0,1,1,1,0.00165,0.25486,1.12217,3,3,1
L000360,0,0,0,0,0,0,1,0,0.0,0.00526,0.0,0,1,0
L000361,0,0,0,0,0,0,0,0,0.0,0.0,0.00962,0,0,0
L000362,0,0,0,0,0,0,0,0,0.00672,0.00114,0.0,0,0,0
L000363,0,0,0,0,0,0,0,0,0.00242,0.0,0.00647,0,0,0
L000364,0,0,0,0,0,0,0,0,1e-05,0.0,0.00363,0,0,0
L000365,0,0,0,0,1,0,0,0,0.01485,0.0,0.0,0,1,0
L000366,0,0,0,0,0,0,0,1,0.00292,0.0,0.01089,0,1,0
L000367,0,0,0,0,0,0,0,0,0.00199,0.0,0.0,0,0,0
L000368,0,1,0,0,0,1,1,1,0.00641,0.03795,0.08308,1,3,1
L000369,0,0,1,0,1,0,1,0,0.02561,0.08203,0.0,1,2,1
L000370,0,0,0,0,0,0,0,0,0.0,0.00246,0.0071,0,0,0
L000371,0,0,0,0,0,0,0,0,0.0,0.0,0.00323,0,0,0
L000372,0,0,0,0,0,0,1,0,0.0,0.03689,0.00078,0,1,0
L000373,0,1,0,0,1,1,1,1,0.01262,0.01718,0.03826,1,4,1
L000374,0,0,0,0,0,0,0,0,0.00267,0.0,0.0,0,0,0
L000375,0,1,0,0,1,1,1,0,0.01172,0.02646,0.00891,1,3,1
L000376,0,1,0,0,0,1,1,1,0.0,0.02595,0.01218,1,3,1
L000377,0,0,0,0,1,0,0,1,0.01083,0.00115,0.02764,0,2,0
L000378,0,0,0,0,0,0,0,0,0.00163,0.00221,0.0,0,0,0
L000379,0,0,0,0,1,0,0,0,0.01897,0.00125,0.0,0,1,0
L000380,1,1,1,1,1,1,1,1,0.1148,0.12443,0.10924,4,4,1
L000381,0,0,0,0,0,0,1,1,0.0,0.00634,0.02334,0,2,0
L000382,0,0,0,0,1,0,0,0,0.02536,1e-05,0.0,0,1,0
L000383,0,0,0,0,0,0,0,0,0.00137,0.00036,0.0045,0,0,0
L000384,0,0,0,0,0,0,0,1,0.0,0.0,0.02478,0,1,0
L000385,0,0,1,0,1,0,1,1,0.02796,0.18451,0.02691,1,3,1
L000386,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0,0,0
L000387,0,0,0,1,0,0,0,1,0.0,0.0,0.13636,1,1,1
L000388,0,0,0,0,0,0,0,1,0.00936,0.00083,0.02595,0,1,0
L000389,0,0,0,0,0,0,0,0,0.00251,0.0,0.00491,0,0,0
L000390,0,0,0,0,1,0,1,1,0.03779,0.02873,0.04893,0,3,0
L000391,0,0,0,0,0,0,0,0,0.00049,0.00278,0.0,0,0,0
L000392,0,0,0,0,1,0,1,1,0.02015,0.03105,0.01091,0,3,0
L000393,0,0,0,0,0,0,0,0,0.0,0.0,0.0039,0,0,0
L000394,0,0,1,0,0,0,1,0,0.0,0.06662,0.0,1,1,1
L000395,0,0,0,0,0,0,0,0,0.00043,0.0,0.0,0,0,0
L000396,0,1,0,0,1,1,0,0,0.02266,0.0,0.0,1,2,1
L000397,0,0,1,0,0,0,1,1,0.0079,0.06618,0.04719,1,2,1
L000398,0,0,0,0,0,0,0,1,0.0,0.0,0.01531,0,1,0
L000399,0,0,0,0,0,0,0,0,0.00189,0.0035,0.00642,0,0,0
L000400,0,0,0,0,0,0,0,1,0.00649,0.0,0.0449,0,1,0
L000401,0,0,0,0,0,0,0,0,0.00116,0.0,0.0,0,0,0
L000402,0,0,0,0,0,0,0,0,0.0,0.00134,0.00234,0,0,0
L000403,0,0,0,0,0,0,1,0,0.0,0.04705,0.0,0,1,0
L000404,0,0,0,0,0,0,0,0,0.00362,0.00186,0.00169,0,0,0
L000405,0,1,0,1,0,1,1,1,0.00546,0.04667,0.11257,2,3,1
L000406,0,0,0,1,0,0,0,1,0.00748,0.00135,0.36727,1,1,1
L000407,0,0,0,0,0,0,0,0,0.00625,0.0,0.00301,0,0,0
L000408,0,0,0,0,0,0,0,0,0.0022,0.00258,0.00154,0,0,0
L000409,0,0,0,0,0,0,1,0,0.0,0.0225,0.00511,0,1,0
L000410,0,0,0,0,0,0,0,0,0.0,0.00142,0.00953,0,0,0
L000411,0,0,0,0,0,0,0,0,0.0031,0.00072,0.0,0,0,0
L000412,0,0,0,0,0,0,0,0,0.0028,0.00469,0.00835,0,0,0
L000413,0,0,0,0,0,0,1,0,0.0,0.03257,0.00012,0,1,0
L000414,0,0,0,0,0,0,0,0,0.00028,0.0,0.00225,0,0,0
L000415,0,0,0,0,0,0,0,1,0.0,0.00035,0.04562,0,1,0
L000416,0,0,0,0,0,0,0,1,0.0,0.00417,0.07668,0,1,0
L000417,0,1,0,0,0,1,1,0,0.0,0.02005,0.00887,1,2,1
L000418,0,0,1,0,0,0,1,1,0.0,0.128,0.0115,1,2,1
L000419,0,0,1,1,0,0,1,1,0.0048,0.07392,0.18501,2,2,1
L000420,0,0,0,0,0,0,0,0,0.00083,0.0,0.00153,0,0,0
L000421,0,0,0,0,0,0,0,0,0.00304,0.00209,0.0058,0,0,0
L000422,0,0,0,0,0,0,1,1,0.00047,0.03067,0.05026,0,2,0
L000423,0,0,0,0,0,0,0,0,0.00053,0.0,0.0,0,0,0
L000424,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000425,0,1,1,0,0,1,1,0,0.0,0.05023,0.0,2,2,1
L000426,0,0,0,0,0,0,1,0,0.0,0.01251,0.00177,0,1,0
L000427,0,0,0,0,1,0,1,1,0.08784,0.00819,0.03463,0,3,0
L000428,0,0,0,0,0,0,0,0,0.0087,0.0004,0.0,0,0,0
L000429,0,0,0,0,0,0,0,0,0.00925,0.0,0.0,0,0,0
L000430,0,0,0,0,1,0,0,1,0.01069,0.0,0.02786,0,2,0
L000431,0,1,0,0,1,1,1,1,0.04849,0.01139,0.09003,1,4,1
L000432,0,0,0,0,0,0,1,0,0.0,0.00502,0.0,0,1,0
L000433,0,0,0,0,1,0,0,0,0.04526,0.0,0.00513,0,1,0
L000434,0,0,0,0,0,0,0,0,0.00018,0.0,0.00947,0,0,0
L000435,0,0,1,1,1,0,1,1,0.0105,0.10879,0.29258,2,3,1
L000436,0,0,0,0,0,0,1,1,0.00235,0.00778,0.06646,0,2,0
L000437,0,0,1,0,0,0,1,1,0.00097,0.13998,0.03072,1,2,1
L000438,0,0,0,0,1,0,1,1,0.01644,0.01258,0.02153,0,3,0
L000439,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000440,0,0,0,0,0,0,0,1,0.0,0.0,0.04814,0,1,0
L000441,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000442,0,0,0,0,1,0,0,0,0.01548,0.0,0.0,0,1,0
L000443,0,0,0,0,0,0,0,0,0.0006,0.0,0.0,0,0,0
L000444,0,0,0,0,0,0,0,1,0.00229,0.0005,0.04842,0,1,0
L000445,0,0,0,0,0,0,0,1,0.0,0.0,0.03401,0,1,0
L000446,0,0,0,0,1,0,0,0,0.04022,0.0,0.0,0,1,0
L000447,0,0,0,0,0,0,0,1,0.00046,0.00076,0.03464,0,1,0
L000448,0,0,0,0,0,0,1,1,0.0,0.02066,0.01843,0,2,0
L000449,0,1,0,0,0,1,0,1,0.0,0.00202,0.0885,1,2,1
L000450,0,0,0,0,0,0,0,0,0.0,0.00127,0.00076,0,0,0
L000451,0,0,0,0,0,0,0,0,0.00155,0.0,0.00416,0,0,0
L000452,0,0,0,0,0,0,0,1,0.0,0.00075,0.03491,0,1,0
L000453,1,1,0,1,1,1,0,1,0.12308,0.0,0.11283,3,3,1
L000454,0,0,0,0,1,0,1,1,0.03479,0.01225,0.04034,0,3,0
L000455,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000456,0,0,0,0,1,0,1,0,0.06284,0.01892,0.0,0,2,0
L000457,0,0,0,0,1,0,0,0,0.0468,0.0,0.00573,0,1,0
L000458,0,0,0,0,1,0,0,0,0.02019,0.00137,0.0,0,1,0
L000459,0,0,0,0,0,0,0,1,0.00133,0.0,0.0136,0,1,0
L000460,0,0,0,0,0,0,0,0,0.0,4e-05,0.0,0,0,0
L000461,0,0,0,0,1,0,0,0,0.02667,0.0,0.00176,0,1,0
L000462,0,0,0,0,1,0,0,0,0.01546,0.00235,0.0,0,1,0
L000463,0,0,0,0,1,0,1,1,0.02727,0.0411,0.02311,0,3,0
L000464,0,0,1,0,0,0,1,0,0.00725,0.15163,0.0,1,1,1
L000465,0,0,1,0,1,0,1,1,0.01033,0.06422,0.03578,1,3,1
L000466,0,0,0,0,1,0,1,1,0.02016,0.02327,0.01511,0,3,0
L000467,0,0,0,0,1,0,1,1,0.01112,0.03057,0.01058,0,3,0
L000468,1,1,0,0,1,1,0,1,0.13081,0.0,0.09493,2,3,1
L000469,0,0,0,0,0,0,0,1,0.0,0.00152,0.01032,0,1,0
L000470,0,0,0,0,0,0,0,0,0.00982,0.00054,0.0,0,0,0
L000471,0,1,1,0,1,1,1,0,0.06694,0.10272,0.00888,2,3,1
L000472,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1
L000473,0,0,0,0,1,0,1,1,0.01668,0.02016,0.05202,0,3,0
L000474,0,0,0,0,0,0,0,0,0.0,0.00243,0.0006,0,0,0
L000475,0,0,0,0,0,0,1,0,0.00129,0.01297,0.00303,0,1,0
L000476,0,0,1,0,1,0,1,0,0.03409,0.05292,0.0,1,2,1
L000477,0,0,0,0,0,0,0,0,0.00646,0.0,0.0,0,0,0
L000478,0,0,0,0,1,0,1,0,0.01459,0.01959,0.0,0,2,0
L000479,0,0,0,1,0,0,0,1,0.0096,0.0,0.41115,1,1,1
L000480,0,1,0,1,0,1,0,1,0.00472,0.0,0.42383,2,2,1
L000481,0,0,0,0,1,0,1,1,0.07749,0.04613,0.01214,0,3,0
L000482,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000483,0,0,1,0,0,0,1,0,0.0,0.18315,0.00026,1,1,1
L000484,0,0,0,1,1,0,0,1,0.08385,0.0,0.11801,1,2,1
L000485,0,1,0,0,1,1,0,0,0.01715,0.0,0.00203,1,2,1
L000486,0,0,0,0,0,0,0,1,0.0,0.0,0.0335,0,1,0
L000487,0,0,0,0,1,0,0,0,0.0727,0.0,0.0,0,1,0
L000488,0,0,0,0,0,0,0,0,0.0,0.0019,0.00011,0,0,0
L000489,0,0,0,0,0,0,1,0,9e-05,0.01206,0.00971,0,1,0
L000490,0,0,1,0,0,0,1,0,0.0,0.16717,0.00292,1,1,1
L000491,0,0,0,0,0,0,0,1,0.0,0.0,0.07081,0,1,0
L000492,0,0,0,0,0,0,0,0,0.0,0.0,0.00369,0,0,0
L000493,0,0,0,0,1,0,0,0,0.01314,0.0,0.0,0,1,0
L000494,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000495,0,0,0,0,0,0,1,1,0.00803,0.02506,0.05844,0,2,0
L000496,0,0,0,0,1,0,1,1,0.03721,0.03296,0.0167,0,3,0
L000497,0,0,0,0,1,0,1,1,0.09109,0.00883,0.03458,0,3,0
L000498,0,0,0,0,0,0,0,0,0.00832,0.0,0.0,0,0,0
L000499,0,1,0,0,1,1,0,0,0.0303,0.00285,0.0,1,2,1
L000500,0,0,1,0,0,0,1,0,0.0,0.09174,0.0081,1,1,1
L000501,0,0,0,0,0,0,1,0,0.00082,0.00851,0.0,0,1,0
L000502,0,0,0,0,0,0,0,0,0.00586,0.0,0.0,0,0,0
L000503,0,0,0,0,0,0,1,1,0.0,0.02316,0.01062,0,2,0
L000504,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1
L000505,0,1,1,1,0,1,1,1,0.0,0.07679,0.1116,3,3,1
L000506,0,0,1,1,0,0,1,1,0.0,0.10665,0.82092,2,2,1
L000507,0,1,0,0,1,1,1,1,0.0452,0.00835,0.01179,1,4,1
L000508,0,1,0,0,0,1,1,0,0.0,0.01622,0.00457,1,2,1
L000509,0,1,0,1,0,1,1,1,0.0,0.00972,0.10024,2,3,1
L000510,0,0,0,0,0,0,1,0,0.00496,0.0176,0.0,0,1,0
L000511,0,0,0,0,1,0,0,0,0.02482,0.0,0.00195,0,1,0
L000512,0,0,0,0,1,0,0,0,0.02968,0.00273,0.00091,0,1,0
L000513,0,0,0,0,0,0,0,0,0.0,0.00152,0.00108,0,0,0
L000514,0,0,0,0,0,0,0,1,0.00344,0.0,0.02583,0,1,0
L000515,0,1,0,1,1,1,1,1,0.04207,0.02384,0.11975,2,4,1
L000516,0,0,1,0,1,0,1,1,0.05145,0.14897,0.05899,1,3,1
L000517,0,0,0,0,0,0,0,0,0.00535,0.0,0.0,0,0,0
L000518,0,0,0,0,0,0,1,0,0.0,0.03761,0.00768,0,1,0
L000519,0,1,1,1,1,1,1,1,0.01453,0.11432,0.17896,3,4,1
L000520,1,0,0,0,1,0,1,1,0.14904,0.02043,0.05455,1,3,1
L000521,0,0,0,0,0,0,0,0,0.00712,0.0,0.0,0,0,0
L000522,0,0,0,0,0,0,1,0,0.00285,0.03863,0.00505,0,1,0
L000523,0,0,0,0,1,0,1,1,0.02101,0.03762,0.08144,0,3,0
L000524,0,0,0,0,0,0,0,0,0.0,0.0,0.00297,0,0,0
L000525,0,0,0,0,1,0,1,1,0.05107,0.01436,0.02149,0,3,0
L000526,0,0,0,0,1,0,0,0,0.03191,0.0,0.00058,0,1,0
L000527,0,0,0,0,0,0,1,0,0.0,0.00674,0.00742,0,1,0
L000528,0,0,1,0,0,0,1,1,0.00871,0.08783,0.01843,1,2,1
L000529,0,1,0,0,1,1,1,1,0.01451,0.04979,0.01292,1,4,1
L000530,0,0,0,0,0,0,0,0,0.0,0.0,0.00729,0,0,0
L000531,0,0,0,0,0,0,1,1,0.00958,0.03571,0.0652,0,2,0
L000532,0,1,0,0,1,1,1,1,0.04129,0.03976,0.02196,1,4,1
L000533,0,0,0,0,0,0,1,0,0.00068,0.00971,0.00584,0,1,0
L000534,0,0,0,0,0,0,0,0,0.00373,0.0005,0.0014,0,0,0
L000535,0,0,1,0,0,0,1,0,0.0,0.06685,0.0,1,1,1
L000536,0,0,0,0,0,0,0,1,0.0,0.0,0.03784,0,1,0
L000537,0,0,0,0,0,0,0,0,0.0,0.0,0.00151,0,0,0
L000538,0,0,0,0,0,0,0,1,0.00488,0.0,0.0342,0,1,0
L000539,0,0,0,0,0,0,1,0,0.00225,0.01524,0.00188,0,1,0
L000540,0,0,0,0,0,0,1,0,0.0,0.03639,0.0,0,1,0
L000541,0,0,0,0,0,0,0,0,0.0,0.00071,0.0049,0,0,0
L000542,0,0,0,0,0,0,0,0,0.00484,0.0,0.0053,0,0,0
L000543,0,0,0,0,1,0,1,1,0.01156,0.04173,0.08776,0,3,0
L000544,0,0,0,0,0,0,0,1,0.00145,0.00278,0.02043,0,1,0
L000545,0,0,0,0,0,0,0,1,0.00749,0.00054,0.01697,0,1,0
L000546,0,0,0,0,0,0,0,0,0.0,0.0,0.00418,0,0,0
L000547,0,1,1,0,1,1,1,1,0.01528,0.10017,0.04617,2,4,1
L000548,0,0,1,0,1,0,1,1,0.01579,0.11201,0.03198,1,3,1
L000549,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000550,0,0,0,0,1,0,0,1,0.02624,0.0,0.02155,0,2,0
L000551,0,0,0,0,1,0,1,1,0.01057,0.03759,0.06719,0,3,0
L000552,0,0,0,0,1,0,1,1,0.04753,0.04205,0.04377,0,3,0
L000553,0,0,0,0,1,0,1,0,0.02186,0.02188,0.0,0,2,0
L000554,0,0,0,0,0,0,1,1,0.00184,0.01586,0.09742,0,2,0
L000555,0,0,0,0,0,0,0,0,0.0,0.00247,0.00473,0,0,0
L000556,0,1,0,0,0,1,0,0,0.002,0.00133,0.00397,1,1,1
L000557,0,1,0,0,0,1,0,0,0.0,0.00176,0.0,1,1,1
L000558,0,1,0,0,1,1,1,0,0.01674,0.00876,0.00828,1,3,1
L000559,0,0,0,0,0,0,1,0,0.0,0.01207,0.00353,0,1,0
L000560,0,0,0,0,0,0,0,0,0.0,0.00089,0.0,0,0,0
L000561,0,0,1,0,0,0,1,0,0.0,0.07667,0.00513,1,1,1
L000562,0,0,0,0,0,0,0,1,0.0,3e-05,0.06674,0,1,0
L000563,0,0,0,0,1,0,1,1,0.0175,0.00995,0.02811,0,3,0
L000564,0,0,0,0,0,0,0,0,0.0,0.0,0.00273,0,0,0
L000565,0,0,0,1,1,0,0,1,0.02809,0.00375,0.29544,1,2,1
L000566,0,0,0,0,0,0,0,0,0.00172,0.00299,0.0,0,0,0
L000567,0,0,0,0,0,0,0,0,0.00091,0.0,0.0,0,0,0
L000568,1,0,0,1,1,0,0,1,0.21793,0.00131,0.3292,2,2,1
L000569,0,1,1,1,0,1,1,1,0.00733,0.09378,0.15233,3,3,1
L000570,0,0,0,0,1,0,1,1,0.07706,0.00936,0.01694,0,3,0
L000571,0,1,0,1,0,1,0,1,0.0,0.00018,0.11897,2,2,1
L000572,0,0,0,0,1,0,0,0,0.02142,0.0,0.0,0,1,0
L000573,0,0,0,0,0,0,0,0,0.00169,0.0012,0.00545,0,0,0
L000574,0,0,0,0,1,0,0,1,0.0308,0.002,0.04756,0,2,0
L000575,0,0,0,0,1,0,0,0,0.08286,0.00112,0.00129,0,1,0
L000576,0,0,0,0,0,0,0,0,0.0075,0.0,0.00144,0,0,0
L000577,0,0,0,0,0,0,0,0,0.0,0.0,0.00318,0,0,0
L000578,0,0,0,0,0,0,0,0,0.0,0.0,0.00182,0,0,0
L000579,0,0,1,0,1,0,1,1,0.03373,0.10639,0.04768,1,3,1
L000580,0,0,0,0,0,0,0,0,0.00705,0.00101,0.0087,0,0,0
L000581,0,0,0,0,0,0,0,0,0.00424,0.0003,0.00917,0,0,0
L000582,0,0,0,0,0,0,1,1,0.0,0.02927,0.01274,0,2,0
L000583,0,0,0,0,1,0,1,1,0.03727,0.03833,0.03285,0,3,0
L000584,0,0,0,0,1,0,0,0,0.01014,0.00031,0.0,0,1,0
L000585,0,0,0,0,0,0,1,1,0.00816,0.03726,0.06326,0,2,0
L000586,0,0,0,0,0,0,0,1,0.0,0.0,0.01952,0,1,0
L000587,0,0,0,0,1,0,1,1,0.08647,0.04197,0.06855,0,3,0
L000588,0,1,0,0,1,1,1,1,0.01626,0.0095,0.01282,1,4,1
L000589,0,0,0,0,0,0,0,0,0.00819,2e-05,0.009,0,0,0
L000590,0,0,0,0,0,0,1,1,0.0,0.03973,0.04786,0,2,0
L000591,0,0,0,0,0,0,1,1,0.00408,0.02333,0.06839,0,2,0
L000592,0,0,0,0,0,0,0,0,0.0,0.00047,0.00203,0,0,0
L000593,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000594,0,0,0,0,0,0,0,0,0.00531,0.0,0.00164,0,0,0
L000595,0,0,0,0,0,0,0,1,0.00539,0.00029,0.0116,0,1,0
L000596,0,0,1,0,0,0,1,0,0.0,0.05883,0.00113,1,1,1
L000597,0,0,0,0,0,0,0,0,0.00132,0.0,0.0,0,0,0
L000598,0,0,1,0,1,0,1,0,0.01025,0.09568,0.0,1,2,1
L000599,0,0,0,0,1,0,0,0,0.03806,0.00263,0.0,0,1,0
L000600,0,0,1,0,1,0,1,1,0.01892,0.07061,0.0943,1,3,1
L000601,0,0,0,0,1,0,1,1,0.09409,0.02913,0.05364,0,3,0
L000602,0,0,0,0,0,0,1,1,0.0,0.02373,0.01217,0,2,0
L000603,0,0,1,0,1,0,1,1,0.03056,0.08277,0.09516,1,3,1
L000604,0,0,0,0,0,0,0,0,0.0,0.0,0.00162,0,0,0
L000605,0,0,0,0,0,0,0,0,0.00771,0.0,0.00406,0,0,0
L000606,0,0,0,0,1,0,0,0,0.01801,0.00085,0.00455,0,1,0
L000607,0,0,0,0,0,0,0,0,0.0,0.00028,0.0,0,0,0
L000608,0,0,0,0,0,0,1,1,0.0,0.03892,0.02745,0,2,0
L000609,0,0,0,0,0,0,1,1,0.0,0.04753,0.02625,0,2,0
L000610,0,0,0,0,0,0,1,1,0.00081,0.02317,0.08746,0,2,0
L000611,0,0,0,0,1,0,0,0,0.03351,0.00102,0.00021,0,1,0
L000612,0,0,1,1,0,0,1,1,0.00896,0.11854,0.52669,2,2,1
L000613,0,0,0,0,0,0,1,1,0.00199,0.02147,0.04096,0,2,0
L000614,0,0,1,1,0,0,1,1,0.00263,0.07321,0.10836,2,2,1
L000615,0,0,0,0,0,0,0,0,0.00207,0.0003,0.00369,0,0,0
L000616,0,0,0,0,1,0,1,1,0.01614,0.02819,0.0231,0,3,0
L000617,0,0,0,0,0,0,0,0,0.0,0.0,0.00245,0,0,0
L000618,0,0,0,0,0,0,0,0,0.0,0.0,0.00328,0,0,0
L000619,0,0,0,0,0,0,1,0,0.00293,0.02366,0.0,0,1,0
L000620,0,0,0,0,0,0,0,0,0.00426,0.00124,0.00281,0,0,0
L000621,0,0,1,1,1,0,1,1,0.01089,0.12695,0.53538,2,3,1
L000622,0,0,1,0,0,0,1,0,0.0,0.05259,0.0,1,1,1
L000623,0,0,0,0,0,0,0,1,0.0,0.0006,0.01759,0,1,0
L000624,0,0,1,0,0,0,1,0,0.00157,0.07073,0.0,1,1,1
L000625,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000626,0,0,0,0,1,0,0,0,0.06137,0.00071,0.0,0,1,0
L000627,0,0,1,0,1,0,1,1,0.02438,0.05889,0.03517,1,3,1
L000628,0,0,0,0,0,0,0,1,0.00167,0.00018,0.0112,0,1,0
L000629,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000630,1,0,1,0,1,0,1,1,0.11469,0.09429,0.03774,2,3,1
L000631,0,0,0,0,1,0,0,0,0.01288,0.0,0.00027,0,1,0
L000632,0,0,0,0,0,0,0,0,0.00525,0.0,0.00244,0,0,0
L000633,0,0,0,0,0,0,0,0,0.0,0.00178,0.00159,0,0,0
L000634,0,0,0,0,0,0,0,0,0.0,0.0,0.00204,0,0,0
L000635,0,0,0,0,0,0,1,1,0.00468,0.01722,0.04634,0,2,0
L000636,0,0,0,0,0,0,0,0,0.0,0.00058,0.0,0,0,0
L000637,0,0,0,0,1,0,0,1,0.03986,0.00458,0.06643,0,2,0
L000638,0,0,0,0,0,0,0,1,0.00168,0.0,0.0122,0,1,0
L000639,0,1,0,0,1,1,0,0,0.01512,0.0,0.00288,1,2,1
L000640,0,0,0,0,1,0,0,1,0.06327,0.0,0.08494,0,2,0
L000641,0,1,0,0,1,1,0,1,0.05801,0.0,0.01983,1,3,1
L000642,0,1,1,0,1,1,1,0,0.0158,0.05271,0.00022,2,3,1
L000643,0,1,1,0,1,1,1,1,0.02164,0.0713,0.02318,2,4,1
L000644,0,1,0,0,0,1,0,0,0.0,0.0,5e-05,1,1,1
L000645,0,0,0,0,0,0,0,0,0.0,0.00433,0.0,0,0,0
L000646,0,0,0,0,0,0,1,0,0.0061,0.02329,0.00136,0,1,0
L000647,0,0,0,0,0,0,0,1,0.00564,0.0,0.05456,0,1,0
L000648,0,0,0,0,0,0,0,0,0.0,0.00183,0.0,0,0,0
L000649,0,0,0,1,1,0,1,1,0.01474,0.00897,0.14287,1,3,1
L000650,0,0,0,0,0,0,0,0,0.00913,0.00418,0.00445,0,0,0
L000651,0,0,0,0,0,0,1,1,0.00193,0.01412,0.03096,0,2,0
L000652,0,1,0,0,0,1,0,0,0.00478,0.00049,0.00245,1,1,1
L000653,0,0,0,0,0,0,0,1,0.0,0.00028,0.017,0,1,0
L000654,0,0,0,0,0,0,0,0,0.00636,0.0,0.0014,0,0,0
L000655,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1
L000656,0,0,0,0,0,0,0,0,0.00048,0.0,0.00298,0,0,0
L000657,0,0,0,0,0,0,1,0,0.0,0.00535,0.00743,0,1,0
L000658,0,0,0,0,0,0,0,0,0.00589,0.00207,0.0,0,0,0
L000659,0,0,0,0,1,0,0,0,0.01189,0.00203,0.00958,0,1,0
L000660,0,0,0,0,0,0,0,0,0.0,0.0,0.00888,0,0,0
L000661,0,0,0,0,0,0,0,0,0.0,0.0,0.00218,0,0,0
L000662,0,1,0,0,0,1,0,0,0.0044,0.0,0.00368,1,1,1
L000663,0,0,0,0,0,0,1,1,0.00787,0.02134,0.07491,0,2,0
L000664,0,0,0,0,0,0,0,0,0.00064,0.00053,0.00713,0,0,0
L000665,0,0,1,0,0,0,1,0,0.0,0.06331,0.0,1,1,1
L000666,0,0,0,0,0,0,1,0,0.0,0.00533,0.00065,0,1,0
L000667,0,0,0,0,0,0,0,0,0.0,0.0,0.00483,0,0,0
L000668,0,0,1,0,1,0,1,1,0.05999,0.1387,0.05039,1,3,1
L000669,0,0,0,0,0,0,0,0,0.0,0.00278,0.0,0,0,0
L000670,0,0,0,0,0,0,1,0,0.0,0.01814,0.00213,0,1,0
L000671,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L000672,0,0,0,0,1,0,1,1,0.02251,0.04165,0.03123,0,3,0
L000673,0,0,0,1,0,0,1,1,0.0,0.02686,0.18347,1,2,1
L000674,0,1,1,0,0,1,1,1,0.00042,0.09735,0.09244,2,3,1
L000675,0,0,0,0,0,0,0,0,0.0,0.0,0.00187,0,0,0
L000676,0,0,0,0,0,0,1,0,0.00237,0.03686,0.0,0,1,0
L000677,0,0,1,0,1,0,1,1,0.0246,0.09196,0.028,1,3,1
L000678,0,0,0,0,1,0,1,1,0.02398,0.01254,0.03036,0,3,0
L000679,0,0,0,0,0,0,1,0,0.00317,0.01568,0.0,0,1,0
L000680,0,0,1,0,0,0,1,0,0.0,0.05071,0.00273,1,1,1
L000681,0,1,0,0,0,1,0,1,0.00391,0.00337,0.04877,1,2,1
L000682,0,0,0,0,1,0,1,1,0.04383,0.01217,0.04129,0,3,0
L000683,0,1,0,0,0,1,1,0,0.00734,0.03344,0.0,1,2,1
L000684,0,0,0,0,0,0,0,0,0.0,0.0,0.00644,0,0,0
L000685,0,0,0,0,0,0,0,1,0.00332,0.004,0.02001,0,1,0
